error,feasible,fit_seconds,fpr_gap,meta_best_iteration,model,objective,params_json,protocol_hint,stage,status,threshold,trial,val_f1,val_fpr,val_pr_auc,val_precision,val_recall
,1,4.977310815826058,0.0,,complex_mlp,1.05,"{""batch_size"": 16384, ""depth"": 3, ""dropout"": 0.1663897693604487, ""lr"": 0.0003384288888265891, ""weight_decay"": 6.070344352065063e-07, ""width"": 512}",bluetooth,refine,ok,0.43960151076316833,10,1.0,0.0,1.0,1.0,1.0
,1,3.797397395828739,0.0,,complex_mlp,1.05,"{""batch_size"": 16384, ""depth"": 3, ""dropout"": 0.14616992647174246, ""lr"": 0.0005027860088227564, ""weight_decay"": 3.6676749582396577e-07, ""width"": 512}",bluetooth,refine,ok,0.461943119764328,11,1.0,0.0,1.0,1.0,1.0
,1,3.7902511679567397,0.0,,complex_mlp,1.05,"{""batch_size"": 16384, ""depth"": 3, ""dropout"": 0.07141186325087036, ""lr"": 0.00044809335360330754, ""weight_decay"": 2.3708118081431037e-07, ""width"": 512}",bluetooth,refine,ok,0.4495069682598114,12,1.0,0.0,1.0,1.0,1.0
,1,1.9320716501679271,0.0,638,xgboost,1.0494867283668043,"{""colsample_bytree"": 0.8786776956030992, ""gamma"": 0.0251243224488557, ""learning_rate"": 0.04150384876160038, ""max_bin"": 256, ""max_depth"": 4, ""min_child_weight"": 0.8997968057437559, ""n_estimators"": 2839, ""reg_alpha"": 0.04418272351332807, ""reg_lambda"": 0.010862749493999724, ""subsample"": 0.8649270351428118}",mqtt,coarse,ok,0.5882743000984192,1,0.9994867993385413,0.0002529020510356339,0.9999985805652597,0.9998098642430695,0.9991639431481341
,1,1.7177509679459035,0.0,349,xgboost,1.0493536888471777,"{""colsample_bytree"": 0.8622754492459435, ""gamma"": 0.00026106980237664896, ""learning_rate"": 0.09234159687179823, ""max_bin"": 512, ""max_depth"": 8, ""min_child_weight"": 32.90501930671524, ""n_estimators"": 1710, ""reg_alpha"": 0.2320556116761927, ""reg_lambda"": 2.252751212153812, ""subsample"": 0.7790927432806265}",mqtt,coarse,ok,0.44867101311683655,2,0.9993538332889885,0.0006069649224855213,0.9999971111637841,0.9995437956204379,0.9991639431481341
,1,1.1766956490464509,0.0,7,xgboost,1.0488493765123863,"{""colsample_bytree"": 0.6604673306577502, ""gamma"": 0.0008116023287848712, ""learning_rate"": 0.012032198516715794, ""max_bin"": 256, ""max_depth"": 4, ""min_child_weight"": 1.6976735436364194, ""n_estimators"": 2357, ""reg_alpha"": 0.013854735464684216, ""reg_lambda"": 0.04675026520669811, ""subsample"": 0.8051707702913395}",mqtt,coarse,ok,0.5430599451065063,3,0.9988503235246611,0.0014162514857995498,0.999981059754506,0.9989357456432088,0.998764916014289
,1,1.3993240459822118,0.0,180,xgboost,1.0493726935572638,"{""colsample_bytree"": 0.710770352106502, ""gamma"": 3.468097062318216, ""learning_rate"": 0.0697479654803996, ""max_bin"": 384, ""max_depth"": 8, ""min_child_weight"": 22.171369103823164, ""n_estimators"": 1898, ""reg_alpha"": 0.15207966709759105, ""reg_lambda"": 6.66647910051654, ""subsample"": 0.9505350809734119}",mqtt,coarse,ok,0.38902390003204346,4,0.9993728381922536,0.000581674717381958,0.9999971073002042,0.9995628041362531,0.9991829444402219
,1,1.7799149458296597,0.0,208,xgboost,1.0495342434769208,"{""colsample_bytree"": 0.7529839364780667, ""gamma"": 0.0017441888505823205, ""learning_rate"": 0.09860615300852638, ""max_bin"": 512, ""max_depth"": 9, ""min_child_weight"": 1.2711172613992399, ""n_estimators"": 1595, ""reg_alpha"": 0.009562148885302713, ""reg_lambda"": 0.028468732162618072, ""subsample"": 0.9996509535508171}",mqtt,coarse,ok,0.7609642148017883,5,0.9995343134925537,0.00017703143572494372,0.9999985996873418,0.9998669024394882,0.9992019457323098
,1,2.5142409349791706,0.0,729,xgboost,1.0494771848716475,"{""colsample_bytree"": 0.6611098292926406, ""gamma"": 0.00020984320210385565, ""learning_rate"": 0.017482604405549378, ""max_bin"": 384, ""max_depth"": 7, ""min_child_weight"": 1.5259518788390458, ""n_estimators"": 2163, ""reg_alpha"": 0.12054924117063172, ""reg_lambda"": 0.049870497016580945, ""subsample"": 0.7796688781951638}",mqtt,coarse,ok,0.5921509265899658,6,0.9994772608468374,0.00017703143572494372,0.9999984804962032,0.9998668872535037,0.9990879379797826
,1,1.961985485861078,0.0,458,xgboost,1.0494677322801285,"{""colsample_bytree"": 0.7221540623949183, ""gamma"": 0.00046839829284389933, ""learning_rate"": 0.09831664508015996, ""max_bin"": 512, ""max_depth"": 8, ""min_child_weight"": 11.470993822256306, ""n_estimators"": 2472, ""reg_alpha"": 5.435856912312574, ""reg_lambda"": 0.5987730964849185, ""subsample"": 0.7187610254670818}",mqtt,coarse,ok,0.5966355204582214,7,0.9994678222526324,0.00035406287144988744,0.9999982005499211,0.9997338403041826,0.9992019457323098
,1,1.567891992162913,0.0,217,xgboost,1.0494488378468037,"{""colsample_bytree"": 0.739407752293565, ""gamma"": 0.1577148188205859, ""learning_rate"": 0.06295828399159593, ""max_bin"": 384, ""max_depth"": 6, ""min_child_weight"": 4.5540879701828665, ""n_estimators"": 3003, ""reg_alpha"": 0.058921752697600374, ""reg_lambda"": 0.005820494158756803, ""subsample"": 0.8808939856603367}",mqtt,coarse,ok,0.39574676752090454,8,0.999448910172358,0.0006069649224855213,0.9999985534889114,0.9995438823216389,0.9993539560690127
,1,1.900959591846913,0.0,459,xgboost,1.0492874530967327,"{""colsample_bytree"": 0.9531401363222932, ""gamma"": 0.003898586972350391, ""learning_rate"": 0.04660117486325538, ""max_bin"": 384, ""max_depth"": 8, ""min_child_weight"": 25.33494726007447, ""n_estimators"": 1321, ""reg_alpha"": 0.23086766441810397, ""reg_lambda"": 0.4935497958480929, ""subsample"": 0.9628098721831546}",mqtt,coarse,ok,0.3172096908092499,9,0.9992875801472334,0.0011886396398674793,0.9999974589899853,0.9991072615723593,0.9994679638215399
,1,2.0089369339402765,0.0,368,xgboost,1.0494203179835913,"{""colsample_bytree"": 0.8252657609277251, ""gamma"": 0.001014657936988357, ""learning_rate"": 0.03794899914833756, ""max_bin"": 384, ""max_depth"": 9, ""min_child_weight"": 2.1365490760968675, ""n_estimators"": 1753, ""reg_alpha"": 0.00011696897189303898, ""reg_lambda"": 4.324479760087122, ""subsample"": 0.6853867786458078}",mqtt,coarse,ok,0.4438062310218811,10,0.9994203890044944,0.0006069649224855213,0.9999985795819397,0.9995438563147392,0.999296952192749
,1,1.4328558819834143,0.0,97,xgboost,1.0494202714863046,"{""colsample_bytree"": 0.9175319612012912, ""gamma"": 0.0005457439883517747, ""learning_rate"": 0.14142745838203147, ""max_bin"": 384, ""max_depth"": 7, ""min_child_weight"": 2.103357818882276, ""n_estimators"": 1401, ""reg_alpha"": 0.024831414634467402, ""reg_lambda"": 0.010247446858724108, ""subsample"": 0.726935462909146}",mqtt,coarse,ok,0.5561182498931885,11,0.999420344942272,0.0005058041020712678,0.9999985308806486,0.9996198224570875,0.9992209470243977
,1,2.461748348083347,0.0,1155,xgboost,1.049372595449748,"{""colsample_bytree"": 0.8308796169167606, ""gamma"": 0.0010618054256434325, ""learning_rate"": 0.020843167948720667, ""max_bin"": 256, ""max_depth"": 4, ""min_child_weight"": 26.499071568074108, ""n_estimators"": 2047, ""reg_alpha"": 0.000545119767722411, ""reg_lambda"": 0.4222300123833019, ""subsample"": 0.7576140996506112}",mqtt,coarse,ok,0.4820849597454071,12,0.999372742824558,0.00037935307655345083,0.9999970525037974,0.9997147855187101,0.9990309341035191
,1,1.5317526028957218,0.0,92,xgboost,1.0495532506533356,"{""colsample_bytree"": 0.6644162949488925, ""gamma"": 0.0020221204236848442, ""learning_rate"": 0.14641456881032502, ""max_bin"": 512, ""max_depth"": 9, ""min_child_weight"": 2.3546374547723476, ""n_estimators"": 1965, ""reg_alpha"": 0.008318087330782866, ""reg_lambda"": 0.027513681172954593, ""subsample"": 1.0}",mqtt,refine,ok,0.6961119174957275,13,0.9995533126146419,0.00012645102551781694,0.9999987607738745,0.9999049266984845,0.9992019457323098
,1,1.4599743778817356,0.0,58,xgboost,1.0495057247687467,"{""colsample_bytree"": 0.6267469127304663, ""gamma"": 0.0024706030601120846, ""learning_rate"": 0.17617738169730215, ""max_bin"": 512, ""max_depth"": 9, ""min_child_weight"": 1.5496680901316928, ""n_estimators"": 2516, ""reg_alpha"": 0.006516295865819947, ""reg_lambda"": 0.03963401282603044, ""subsample"": 1.0}",mqtt,refine,ok,0.648429274559021,14,0.9995057973769246,0.0002023216408285071,0.9999985478364442,0.9998478856099787,0.9991639431481341
,1,1.5000305571593344,0.0,123,xgboost,1.049496254804623,"{""colsample_bytree"": 0.6472069417781543, ""gamma"": 0.003232038048071844, ""learning_rate"": 0.20568483800602402, ""max_bin"": 512, ""max_depth"": 7, ""min_child_weight"": 5.7302647624953575, ""n_estimators"": 2017, ""reg_alpha"": 0.014668936843421352, ""reg_lambda"": 0.024124445466062516, ""subsample"": 0.9925586866857639}",mqtt,refine,ok,0.649925708770752,15,0.9994963269883205,0.00030348246124276067,0.9999985563260503,0.9997718587805852,0.9992209470243977
,1,1.3663573719095439,0.0,61,xgboost,1.0494582691141199,"{""colsample_bytree"": 0.6707451637153732, ""gamma"": 0.002184502313751119, ""learning_rate"": 0.22, ""max_bin"": 384, ""max_depth"": 7, ""min_child_weight"": 1.5535252990002058, ""n_estimators"": 1876, ""reg_alpha"": 0.006421986556599207, ""reg_lambda"": 0.023258542318402332, ""subsample"": 1.0}",mqtt,refine,ok,0.5112801194190979,16,0.9994583448157898,0.0004299334867605776,0.9999984859666013,0.9996768368025853,0.9992399483164855
,1,1.6152678749058396,0.0,195,xgboost,1.0494488124060224,"{""colsample_bytree"": 0.7549991760173473, ""gamma"": 0.0032260371151258673, ""learning_rate"": 0.15075038486485076, ""max_bin"": 384, ""max_depth"": 8, ""min_child_weight"": 3.130053783384127, ""n_estimators"": 1692, ""reg_alpha"": 0.002495147618478153, ""reg_lambda"": 0.04741189805894822, ""subsample"": 1.0}",mqtt,refine,ok,0.4859699308872223,17,0.9994488892267346,0.0005563845122783946,0.9999984635857541,0.999581860341354,0.9993159534848369
,1,1.542553192935884,0.0,163,xgboost,1.0494392388502982,"{""colsample_bytree"": 0.6180841179201095, ""gamma"": 0.0026117781169543307, ""learning_rate"": 0.0890063902279609, ""max_bin"": 384, ""max_depth"": 7, ""min_child_weight"": 2.300836870904857, ""n_estimators"": 1709, ""reg_alpha"": 0.019021705996243598, ""reg_lambda"": 0.04387085551350563, ""subsample"": 1.0}",mqtt,refine,ok,0.5224618911743164,18,0.99943931805871,0.0004046432816570142,0.999998415831765,0.9996958232733218,0.9991829444402219
,1,2.064671027008444,0.0,401,catboost,1.0493633864352307,"{""bagging_temperature"": 2.2962099834449656, ""border_count"": 64, ""depth"": 6, ""iterations"": 3090, ""l2_leaf_reg"": 1.2191582301153963, ""learning_rate"": 0.0639845202385478, ""random_strength"": 1.990884761937767}",mqtt,coarse,ok,0.3230964540539966,1,0.9993634869514825,0.000910447383728282,0.999997989674964,0.9993160184675014,0.9994109599452763
,1,2.9714533388614655,0.0,492,catboost,1.049420286675682,"{""bagging_temperature"": 2.8110561574143276, ""border_count"": 128, ""depth"": 6, ""iterations"": 4033, ""l2_leaf_reg"": 11.588348885561135, ""learning_rate"": 0.09604787470858613, ""random_strength"": 0.7073419722821656}",mqtt,coarse,ok,0.45431992337683286,2,0.9994203779895668,0.000581674717381958,0.9999981737223066,0.9995628456845267,0.9992779509006613
,1,3.865311366971582,0.0,735,catboost,1.0495248546326512,"{""bagging_temperature"": 0.465407107976626, ""border_count"": 254, ""depth"": 6, ""iterations"": 2890, ""l2_leaf_reg"": 2.521731945814699, ""learning_rate"": 0.032748615392877836, ""random_strength"": 0.31917731321656156}",mqtt,coarse,ok,0.46004169883459034,3,0.9995249045058057,0.000455223691864141,0.9999990025369113,0.9996578857338351,0.9993919586531884
,1,2.64434280898422,0.0,447,catboost,1.0494963348463535,"{""bagging_temperature"": 0.6878322437872677, ""border_count"": 254, ""depth"": 5, ""iterations"": 3055, ""l2_leaf_reg"": 4.965740897226121, ""learning_rate"": 0.11001890036349307, ""random_strength"": 1.3293910166586842}",mqtt,coarse,ok,0.523077371303507,4,0.9994963844202245,0.000455223691864141,0.9999990085225804,0.9996578662256942,0.9993349547769248
,1,3.1576835359446704,0.0,565,catboost,1.0493919204243023,"{""bagging_temperature"": 0.9510517506063547, ""border_count"": 128, ""depth"": 6, ""iterations"": 4494, ""l2_leaf_reg"": 1.54372448095893, ""learning_rate"": 0.059398417766215406, ""random_strength"": 2.04175714268637}",mqtt,coarse,ok,0.3507035619595629,5,0.9993919933119264,0.0008851571786247187,0.9999985422475176,0.999335030588593,0.999448962529452
,1,5.9204494680743665,0.0,506,catboost,1.0494012850235634,"{""bagging_temperature"": 1.4254505305088907, ""border_count"": 128, ""depth"": 9, ""iterations"": 3167, ""l2_leaf_reg"": 21.89381214285338, ""learning_rate"": 0.10858849081055394, ""random_strength"": 2.9507182797622655}",mqtt,coarse,ok,0.46598816922128794,6,0.9994013626127196,0.000581674717381958,0.999998448216878,0.9995628290661649,0.9992399483164855
,1,5.366811736021191,0.0,1054,catboost,1.0493917872960328,"{""bagging_temperature"": 1.6973209127751872, ""border_count"": 64, ""depth"": 7, ""iterations"": 4165, ""l2_leaf_reg"": 6.733334520433032, ""learning_rate"": 0.03858033124586582, ""random_strength"": 0.07473065067916862}",mqtt,coarse,ok,0.4461270024347195,7,0.9993918893238569,0.0006575453326926481,0.9999979594435164,0.9995058537327048,0.9992779509006613
,1,2.413178699789569,0.0,400,catboost,1.0493729449281552,"{""bagging_temperature"": 2.2455552620635153, ""border_count"": 128, ""depth"": 5, ""iterations"": 3072, ""l2_leaf_reg"": 7.966658007812442, ""learning_rate"": 0.11608486641992255, ""random_strength"": 0.09810343676518604}",mqtt,coarse,ok,0.2996731171148306,8,0.9993730407523511,0.0010116082041425356,0.9999980835160849,0.9992401504502109,0.9995059664057155
,1,8.202873192960396,0.0,2103,catboost,1.0495152239085344,"{""bagging_temperature"": 4.801713358515288, ""border_count"": 254, ""depth"": 6, ""iterations"": 2183, ""l2_leaf_reg"": 13.451670354058633, ""learning_rate"": 0.017529452420301996, ""random_strength"": 2.359905031406147}",mqtt,coarse,ok,0.5239254299376175,9,0.9995152966669518,0.00017703143572494372,0.9999985448316506,0.9998668973778784,0.9991639431481341
,1,2.964388940948993,0.0,497,catboost,1.0495628547607523,"{""bagging_temperature"": 0.630169346249478, ""border_count"": 254, ""depth"": 6, ""iterations"": 3259, ""l2_leaf_reg"": 1.8048198044312964, ""learning_rate"": 0.07729486252045022, ""random_strength"": 0.7414530527971293}",mqtt,coarse,ok,0.5416211411193755,10,0.9995628955320321,0.00035406287144988744,0.9999991845744045,0.9997338908952671,0.9993919586531884
,1,3.7830713000148535,0.0,962,catboost,1.049353620857299,"{""bagging_temperature"": 2.7285065113258113, ""border_count"": 64, ""depth"": 5, ""iterations"": 4294, ""l2_leaf_reg"": 5.346548209337272, ""learning_rate"": 0.040877390367224695, ""random_strength"": 0.037071665430209344}",mqtt,coarse,ok,0.5156253450647085,11,0.9993537350313628,0.0004046432816570142,0.9999977165187238,0.9996957712199575,0.9990119328114312
,1,3.0463848400395364,0.0,745,catboost,1.0493631127162875,"{""bagging_temperature"": 1.5811845374000946, ""border_count"": 64, ""depth"": 5, ""iterations"": 3095, ""l2_leaf_reg"": 1.2157669147181223, ""learning_rate"": 0.043436115910001606, ""random_strength"": 0.036883539456064166}",mqtt,coarse,ok,0.5763345829026053,12,0.9993632086679656,0.00032877266634632405,0.9999980809664375,0.9997527906136497,0.9989739302272554
,1,2.5639710088726133,0.0,148,catboost,1.0493632533030697,"{""bagging_temperature"": 1.5890141978533743, ""border_count"": 64, ""depth"": 8, ""iterations"": 3022, ""l2_leaf_reg"": 0.9711681776489762, ""learning_rate"": 0.12020753686913009, ""random_strength"": 0.8540516481839424}",mqtt,refine,ok,0.3828094811245347,13,0.9993633780869037,0.0006828355377962116,0.9999975043233217,0.9994868383540816,0.9992399483164855
,1,3.2972536529414356,0.0,600,catboost,1.0494298664693862,"{""bagging_temperature"": 0.8268080599947447, ""border_count"": 128, ""depth"": 6, ""iterations"": 3848, ""l2_leaf_reg"": 1.5866209074034907, ""learning_rate"": 0.09787301817348433, ""random_strength"": 0.5247647926313459}",mqtt,refine,ok,0.384609580497007,14,0.9994299395735948,0.0007081257428997749,0.9999985379158265,0.9994679233809669,0.9993919586531884
,1,3.8955101631581783,0.0,361,catboost,1.0495533008714304,"{""bagging_temperature"": 2.377808962407043, ""border_count"": 254, ""depth"": 8, ""iterations"": 3362, ""l2_leaf_reg"": 1.3890766339842138, ""learning_rate"": 0.05738227309273633, ""random_strength"": 0.8862147625239316}",mqtt,refine,ok,0.5000416995279863,15,0.9995533550637182,0.0002529020510356339,0.9999989161542425,0.9998098895458262,0.999296952192749
,1,2.7469812009949237,0.0,524,catboost,1.0494110061254087,"{""bagging_temperature"": 0.6202493201017696, ""border_count"": 128, ""depth"": 5, ""iterations"": 3692, ""l2_leaf_reg"": 1.5838785026924276, ""learning_rate"": 0.1453133893656495, ""random_strength"": 1.2880997303375623}",mqtt,refine,ok,0.2640133893304501,16,0.999411094224924,0.0010874788194532258,0.9999982380096951,0.9991833168730533,0.9996389754503306
,1,2.1808208159636706,0.0,310,catboost,1.0493920152790142,"{""bagging_temperature"": 1.47354638281385, ""border_count"": 128, ""depth"": 5, ""iterations"": 2713, ""l2_leaf_reg"": 2.7416974372849117, ""learning_rate"": 0.0871544164255756, ""random_strength"": 1.1351941380650186}",mqtt,refine,ok,0.28205553534846245,17,0.9993920972644377,0.0011127690245567891,0.9999983602915281,0.999164324242194,0.9996199741582428
,1,3.076705635059625,0.0,676,catboost,1.049344122760334,"{""bagging_temperature"": 0.26457554655090365, ""border_count"": 64, ""depth"": 5, ""iterations"": 3116, ""l2_leaf_reg"": 1.3261325518560931, ""learning_rate"": 0.07821107029794512, ""random_strength"": 0.5416655129635921}",mqtt,refine,ok,0.6141512794820685,18,0.9993442249023465,0.0004046432816570142,0.999997957159746,0.9996957654351505,0.9989929315193433
,1,3.1180427479557693,0.0,395,lightgbm,1.0495437883484307,"{""colsample_bytree"": 0.9335778860314816, ""learning_rate"": 0.040772791882945345, ""max_depth"": 8, ""min_child_samples"": 288, ""min_split_gain"": 0.3665201289278214, ""n_estimators"": 3480, ""num_leaves"": 200, ""reg_alpha"": 0.01711802986422544, ""reg_lambda"": 0.20669895289112103, ""subsample"": 0.7704574541774666, ""subsample_freq"": 1}",mqtt,coarse,ok,0.6120481229120863,1,0.9995438649840352,0.00030348246124276067,0.99999846728791,0.9997718804653638,0.9993159534848369
,1,1.50751075707376,0.0,140,lightgbm,1.049496226809511,"{""colsample_bytree"": 0.8706970897208101, ""learning_rate"": 0.1208762650635995, ""max_depth"": 14, ""min_child_samples"": 225, ""min_split_gain"": 0.7175955961114486, ""n_estimators"": 4384, ""num_leaves"": 118, ""reg_alpha"": 0.011946701750815891, ""reg_lambda"": 0.033463212072146614, ""subsample"": 0.8294589758480824, ""subsample_freq"": 1}",mqtt,coarse,ok,0.7502108329651974,2,0.9994962982674561,0.0002276118459320705,0.9999985708410963,0.9998288745650562,0.9991639431481341
,1,1.3854511268436909,0.0,107,lightgbm,1.0495247547388757,"{""colsample_bytree"": 0.6688035253199286, ""learning_rate"": 0.12243708752815555, ""max_depth"": 10, ""min_child_samples"": 50, ""min_split_gain"": 0.5917285669541076, ""n_estimators"": 2855, ""num_leaves"": 263, ""reg_alpha"": 0.028564908046589725, ""reg_lambda"": 5.977601495314221, ""subsample"": 0.943703952465953, ""subsample_freq"": 1}",mqtt,coarse,ok,0.6069910647902351,3,0.9995248232342432,0.0002276118459320705,0.9999986300926532,0.9998288843258042,0.9992209470243977
,1,1.7073003808036447,0.0,205,lightgbm,1.0495152722617254,"{""colsample_bytree"": 0.9819471666620946, ""learning_rate"": 0.09612177298055234, ""max_depth"": -1, ""min_child_samples"": 288, ""min_split_gain"": 0.1623216529053193, ""n_estimators"": 4834, ""num_leaves"": 174, ""reg_alpha"": 4.201612769213616, ""reg_lambda"": 0.12331028826321112, ""subsample"": 0.7158905274380823, ""subsample_freq"": 1}",mqtt,coarse,ok,0.5667447017125026,4,0.9995153519400177,0.00032877266634632405,0.9999984064341509,0.9997528658061328,0.9992779509006613
,1,2.3642282029613853,0.0,292,lightgbm,1.0495153902813894,"{""colsample_bytree"": 0.8142153953871335, ""learning_rate"": 0.040701837019593956, ""max_depth"": 12, ""min_child_samples"": 58, ""min_split_gain"": 0.6502670523529469, ""n_estimators"": 4432, ""num_leaves"": 179, ""reg_alpha"": 0.0038529217099919637, ""reg_lambda"": 0.07282653794701109, ""subsample"": 0.7470943623537196, ""subsample_freq"": 1}",mqtt,coarse,ok,0.36103932262335053,5,0.9995154532412378,0.0006069649224855213,0.9999987408030334,0.9995439429928741,0.9994869651136278
,1,22.048075889004394,0.0,2687,lightgbm,1.0495058176617922,"{""colsample_bytree"": 0.7225228651399551, ""learning_rate"": 0.013155646024591605, ""max_depth"": 8, ""min_child_samples"": 328, ""min_split_gain"": 0.588209489788872, ""n_estimators"": 2770, ""num_leaves"": 261, ""reg_alpha"": 0.0025847606241215424, ""reg_lambda"": 16.701089193878627, ""subsample"": 0.6723520719675451, ""subsample_freq"": 1}",mqtt,coarse,ok,0.4994748902817102,6,0.9995058912960851,0.000455223691864141,0.9999985273141423,0.999657872728655,0.9993539560690127
,1,7.449216029141098,0.0,1754,lightgbm,1.0494677254401314,"{""colsample_bytree"": 0.8118862192570881, ""learning_rate"": 0.030779955610497397, ""max_depth"": 10, ""min_child_samples"": 203, ""min_split_gain"": 0.365825072326628, ""n_estimators"": 3763, ""num_leaves"": 63, ""reg_alpha"": 1.3480018719534115, ""reg_lambda"": 70.2919097451779, ""subsample"": 0.8359780551493351, ""subsample_freq"": 1}",mqtt,coarse,ok,0.5775633188591379,7,0.9994678121376847,0.00032877266634632405,0.9999982660489369,0.9997528423133959,0.9991829444402219
,1,2.236674865009263,0.0,250,lightgbm,1.0495532735820314,"{""colsample_bytree"": 0.9577608185685751, ""learning_rate"": 0.059809541609806754, ""max_depth"": 14, ""min_child_samples"": 169, ""min_split_gain"": 0.3131977570408735, ""n_estimators"": 1800, ""num_leaves"": 132, ""reg_alpha"": 0.04937015258580042, ""reg_lambda"": 0.017920487089464854, ""subsample"": 0.9062940740731207, ""subsample_freq"": 1}",mqtt,coarse,ok,0.701524149651458,8,0.9995533465745483,0.0002276118459320705,0.9999985401496612,0.9998288940854388,0.9992779509006613
,1,2.077880230965093,0.0,190,lightgbm,1.0495247745688534,"{""colsample_bytree"": 0.7876983205421959, ""learning_rate"": 0.07311704708709846, ""max_depth"": 14, ""min_child_samples"": 39, ""min_split_gain"": 0.3217411367845078, ""n_estimators"": 2489, ""num_leaves"": 48, ""reg_alpha"": 0.2928630025663569, ""reg_lambda"": 1.141310021399344, ""subsample"": 0.7379981165761671, ""subsample_freq"": 1}",mqtt,coarse,ok,0.6363077867375416,9,0.9995248412969931,0.0002781922561391973,0.9999986654372036,0.9997908745247148,0.9992589496085734
,1,1.73370026005432,0.0,208,lightgbm,1.0495437912592585,"{""colsample_bytree"": 0.7520565952545105, ""learning_rate"": 0.09193775671422479, ""max_depth"": 6, ""min_child_samples"": 200, ""min_split_gain"": 0.9065375866778926, ""n_estimators"": 3444, ""num_leaves"": 141, ""reg_alpha"": 0.016160242404357757, ""reg_lambda"": 0.12327166042649736, ""subsample"": 0.8608256393039115, ""subsample_freq"": 1}",mqtt,coarse,ok,0.5294396437608012,10,0.9995438736530019,0.00032877266634632405,0.99999835212513,0.9997528798996312,0.9993349547769248
,1,1.6121769400779158,0.0,144,lightgbm,1.0495343035954574,"{""colsample_bytree"": 0.7410141740807316, ""learning_rate"": 0.13481620698752073, ""max_depth"": 14, ""min_child_samples"": 286, ""min_split_gain"": 0.5575152860460181, ""n_estimators"": 2044, ""num_leaves"": 314, ""reg_alpha"": 0.21732012023666186, ""reg_lambda"": 0.007686611914194587, ""subsample"": 0.7429320899000457, ""subsample_freq"": 1}",mqtt,coarse,ok,0.55075500520432,11,0.9995343754454317,0.00035406287144988744,0.9999985630005158,0.9997338757199612,0.9993349547769248
,1,2.1971520900260657,0.0,240,lightgbm,1.0495248051546682,"{""colsample_bytree"": 0.6744013847093207, ""learning_rate"": 0.10102385917492859, ""max_depth"": 6, ""min_child_samples"": 234, ""min_split_gain"": 0.23934853794974686, ""n_estimators"": 2792, ""num_leaves"": 206, ""reg_alpha"": 0.00018662560748370605, ""reg_lambda"": 0.7378530982876573, ""subsample"": 0.8131281793892172, ""subsample_freq"": 1}",mqtt,coarse,ok,0.5623658479998406,12,0.9995248774183739,0.00037935307655345083,0.9999985547258838,0.9997148722627737,0.9993349547769248
,1,2.384055537171662,0.0,306,lightgbm,1.049591282964048,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.04180200201113076, ""max_depth"": -1, ""min_child_samples"": 208, ""min_split_gain"": 0.5262725693560972, ""n_estimators"": 2052, ""num_leaves"": 120, ""reg_alpha"": 0.04253783754419718, ""reg_lambda"": 0.014952712190568148, ""subsample"": 0.8998925891001115, ""subsample_freq"": 1}",mqtt,refine,ok,0.6651432359969355,13,0.9995913518650511,0.00015174123062138033,0.9999986219799363,0.9998859250527596,0.999296952192749
,1,2.515639441087842,0.0,247,lightgbm,1.04952482157951,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.04774723058000293, ""max_depth"": 14, ""min_child_samples"": 264, ""min_split_gain"": 0.18537423575012596, ""n_estimators"": 2337, ""num_leaves"": 81, ""reg_alpha"": 0.10288942137942277, ""reg_lambda"": 0.008389041544291419, ""subsample"": 0.8524460477596321, ""subsample_freq"": 1}",mqtt,refine,ok,0.5195533415060479,14,0.999524895477005,0.0004299334867605776,0.9999985220501021,0.9996768797992853,0.9993729573611005
,1,3.178710764972493,0.0,415,lightgbm,1.049534291679719,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.02629724038198179, ""max_depth"": 14, ""min_child_samples"": 152, ""min_split_gain"": 0.4114445431070743, ""n_estimators"": 1966, ""num_leaves"": 125, ""reg_alpha"": 0.0312123852510456, ""reg_lambda"": 0.004203253962705449, ""subsample"": 0.8565831052705601, ""subsample_freq"": 1}",mqtt,refine,ok,0.6309353156886626,15,0.9995343577462915,0.00030348246124276067,0.9999986786685499,0.9997718761287379,0.999296952192749
,1,1.5835694449488074,0.0,139,lightgbm,1.0495437879630416,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.10247819347509797, ""max_depth"": 8, ""min_child_samples"": 262, ""min_split_gain"": 0.5467497426603098, ""n_estimators"": 1479, ""num_leaves"": 100, ""reg_alpha"": 0.05236189874284707, ""reg_lambda"": 0.022205909364372445, ""subsample"": 0.8711432433266334, ""subsample_freq"": 1}",mqtt,refine,ok,0.6255273365802384,16,0.9995438649840352,0.00030348246124276067,0.9999984595801255,0.9997718804653638,0.9993159534848369
,1,3.0707782190293074,0.0,406,lightgbm,1.0495437781234263,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.03232790252279875, ""max_depth"": 12, ""min_child_samples"": 263, ""min_split_gain"": 0.44170721880797886, ""n_estimators"": 2450, ""num_leaves"": 144, ""reg_alpha"": 0.028883040897215134, ""reg_lambda"": 0.02195390939840747, ""subsample"": 0.8064946910308712, ""subsample_freq"": 1}",mqtt,refine,ok,0.6730523994871682,17,0.9995438476451135,0.0002529020510356339,0.999998609566253,0.999809885931559,0.9992779509006613
